INDIR,FOLDER,IN FILE,DURATION,DATE,TIME,HOUR,DATE-12,TIME-12,HOUR-12,LATITUDE,LONGITUDE,MODEL,SERIAL NO,FIRMWARE,PREFIX,NOTES,AUTO ID,PULSES,MATCHING,MATCH RATIO,MARGIN,FILES,MANUAL ID,ORGID,USERID,REVIEW ORGID,REVIEW USERID,INPATHMD5
/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4,,SMU08425_20240613_204726.wav,3.299,2024-06-13,20:47:26,20,2024-06-13,08:47:26,8,41.76221,12.39114,Song Meter Mini Bat,SMU08425,4.3,SMU08425,,,,,,,1,,,,,,PqYpxsfOD8QvMTO/Ywwgig==
/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4,,SMU08425_20240613_210031.wav,3.009,2024-06-13,21:00:31,21,2024-06-13,09:00:31,9,41.76221,12.39114,Song Meter Mini Bat,SMU08425,4.3,SMU08425,,,,,,,1,,,,,,jPd4M3yPlVpSnmhiyQTgMQ==
/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4,,SMU08425_20240613_211848.wav,3.046,2024-06-13,21:18:48,21,2024-06-13,09:18:48,9,41.76221,12.39114,Song Meter Mini Bat,SMU08425,4.3,SMU08425,,,,,,,1,,,,,,IUuz+wAIOh3mUlaq0w20FA==
/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4,,SMU08425_20240613_211841.wav,3.044,2024-06-13,21:18:41,21,2024-06-13,09:18:41,9,41.76221,12.39114,Song Meter Mini Bat,SMU08425,4.3,SMU08425,,,,,,,1,,,,,,ZTXg4zSbRwKbM8sMOcOL7g==
/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4,,SMU08425_20240613_204835.wav,9.45,2024-06-13,20:48:35,20,2024-06-13,08:48:35,8,41.76221,12.39114,Song Meter Mini Bat,SMU08425,4.3,SMU08425,,,,,,,1,,,,,,6gCqBwHMnJKq8Tyz5o2w9w==
/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4,,SMU08425_20240613_205109.wav,6.374,2024-06-13,20:51:09,20,2024-06-13,08:51:09,8,41.76221,12.39114,Song Meter Mini Bat,SMU08425,4.3,SMU08425,,,,,,,1,,,,,,BvQfUA7n1crQnQGZgxYz0g==
/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4,,SMU08425_20240613_210126.wav,3.447,2024-06-13,21:01:26,21,2024-06-13,09:01:26,9,41.76221,12.39114,Song Meter Mini Bat,SMU08425,4.3,SMU08425,,,,,,,1,,,,,,yWMxkeIPgLU0EvChSZ0ElQ==
/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4,,SMU08425_20240613_211851.wav,15,2024-06-13,21:18:51,21,2024-06-13,09:18:51,9,41.76221,12.39114,Song Meter Mini Bat,SMU08425,4.3,SMU08425,,,,,,,1,,,,,,J5mxZxFTvotkyizFmyz+eQ==
/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4,,SMU08425_20240613_211908.wav,15,2024-06-13,21:19:08,21,2024-06-13,09:19:08,9,41.76221,12.39114,Song Meter Mini Bat,SMU08425,4.3,SMU08425,,,,,,,1,,,,,,t11qNGw4TFTM7ium07CJjg==
/Volumes/Elements/Dati Castelporziano/13-17 Giugno/Data Punto 4,,SMU08425_20240613_211923.wav,15,2024-06-13,21:19:23,21,2024-06-13,09:19:23,9,41.76221,12.39114,Song Meter Mini Bat,SMU08425,4.3,SMU08425,,,,,,,1,,,,,,t0vyJ2b6Cj0CWnflNRxHyA==
